filename,class
Arial_150_rand_crop_7.jpg,Arial
Times New Roman Italique 400_50_rand_crop_0.jpg,Times_New_Roman
UbuntuMono-Regular_150_rand_crop_5.jpg,Ubuntu_Mono
Times New Roman Gras 700_50_rand_crop_9.jpg,Times_New_Roman
Ubuntu-Regular_150_rand_crop_4.jpg,Ubuntu
UbuntuMono-Regular_50_rand_crop_2.jpg,Ubuntu_Mono
UbuntuMono-BoldItalic_300_rand_crop_9.jpg,Ubuntu_Mono
Ubuntu-Bold_300_rand_crop_3.jpg,Ubuntu
Ubuntu-Medium_50_rand_crop_4.jpg,Ubuntu
Ubuntu-Light_300_rand_crop_4.jpg,Ubuntu
Ubuntu-LightItalic_150_rand_crop_3.jpg,Ubuntu
UbuntuMono-Regular_300_rand_crop_5.jpg,Ubuntu_Mono
Times New Roman Gras 700_50_rand_crop_4.jpg,Times_New_Roman
Times New Roman Gras Italique 700_150_rand_crop_4.jpg,Times_New_Roman
Ubuntu-Light_300_rand_crop_7.jpg,Ubuntu
Ubuntu-Italic_300_rand_crop_2.jpg,Ubuntu
Ubuntu-Regular_80_rand_crop_1.jpg,Ubuntu
bookman-old-style_[allfont_50_rand_crop_9.jpg,Bookman_Old_Style
Arial_50_rand_crop_1.jpg,Arial
bookman-old-style_[allfont_300_rand_crop_6.jpg,Bookman_Old_Style
UbuntuMono-BoldItalic_50_rand_crop_7.jpg,Ubuntu_Mono
Verdana_150_rand_crop_6.jpg,Verdana
UbuntuMono-Regular_300_rand_crop_6.jpg,Ubuntu_Mono
Ubuntu-Light_150_rand_crop_4.jpg,Ubuntu
UbuntuMono-BoldItalic_300_rand_crop_5.jpg,Ubuntu_Mono
Ubuntu-LightItalic_150_rand_crop_9.jpg,Ubuntu
Ubuntu-Regular_300_rand_crop_2.jpg,Ubuntu
Times New Roman 400_80_rand_crop_4.jpg,Times_New_Roman
Ubuntu-BoldItalic_150_rand_crop_5.jpg,Ubuntu
Ubuntu-Regular_50_rand_crop_3.jpg,Ubuntu
UbuntuMono-BoldItalic_300_rand_crop_6.jpg,Ubuntu_Mono
bookman-old-style_[allfont_300_rand_crop_9.jpg,Bookman_Old_Style
Ubuntu-BoldItalic_150_rand_crop_4.jpg,Ubuntu
Ubuntu-BoldItalic_50_rand_crop_6.jpg,Ubuntu
Ubuntu-Italic_80_rand_crop_8.jpg,Ubuntu
Ubuntu-Bold_150_rand_crop_5.jpg,Ubuntu
Ubuntu-BoldItalic_300_rand_crop_9.jpg,Ubuntu
Ubuntu-Italic_50_rand_crop_4.jpg,Ubuntu
bookman-old-style_[allfont_80_rand_crop_5.jpg,Bookman_Old_Style
Ubuntu-LightItalic_80_rand_crop_9.jpg,Ubuntu
Ubuntu-Italic_150_rand_crop_5.jpg,Ubuntu
Ubuntu-Bold_300_rand_crop_8.jpg,Ubuntu
Times New Roman Gras Italique 700_150_rand_crop_7.jpg,Times_New_Roman
Times New Roman Gras 700_300_rand_crop_0.jpg,Times_New_Roman
bookman-old-style_[allfont_150_rand_crop_8.jpg,Bookman_Old_Style
UbuntuMono-Regular_300_rand_crop_0.jpg,Ubuntu_Mono
Verdana_50_rand_crop_9.jpg,Verdana
Verdana_300_rand_crop_0.jpg,Verdana
Ubuntu-Regular_80_rand_crop_5.jpg,Ubuntu
bookman-old-style_[allfont_150_rand_crop_5.jpg,Bookman_Old_Style
Times New Roman 400_80_rand_crop_7.jpg,Times_New_Roman
Ubuntu-MediumItalic_300_rand_crop_5.jpg,Ubuntu
UbuntuMono-Italic_300_rand_crop_2.jpg,Ubuntu_Mono
Arial_300_rand_crop_0.jpg,Arial
UbuntuMono-Regular_50_rand_crop_5.jpg,Ubuntu_Mono
Times New Roman Gras Italique 700_80_rand_crop_9.jpg,Times_New_Roman
bookman-old-style_[allfont_50_rand_crop_5.jpg,Bookman_Old_Style
UbuntuMono-Regular_50_rand_crop_8.jpg,Ubuntu_Mono
Ubuntu-Medium_50_rand_crop_0.jpg,Ubuntu
Times New Roman Gras 700_150_rand_crop_2.jpg,Times_New_Roman
Arial_80_rand_crop_8.jpg,Arial
UbuntuMono-BoldItalic_150_rand_crop_2.jpg,Ubuntu_Mono
Times New Roman 400_50_rand_crop_6.jpg,Times_New_Roman
Ubuntu-BoldItalic_50_rand_crop_8.jpg,Ubuntu
UbuntuMono-Regular_150_rand_crop_2.jpg,Ubuntu_Mono
Verdana_50_rand_crop_8.jpg,Verdana
Times New Roman Gras Italique 700_80_rand_crop_4.jpg,Times_New_Roman
Ubuntu-LightItalic_50_rand_crop_2.jpg,Ubuntu
Ubuntu-Italic_300_rand_crop_0.jpg,Ubuntu
Times New Roman Gras Italique 700_50_rand_crop_3.jpg,Times_New_Roman
UbuntuMono-Bold_150_rand_crop_9.jpg,Ubuntu_Mono
Arial_300_rand_crop_3.jpg,Arial
Ubuntu-MediumItalic_80_rand_crop_8.jpg,Ubuntu
Times New Roman Italique 400_150_rand_crop_4.jpg,Times_New_Roman
UbuntuMono-Italic_80_rand_crop_3.jpg,Ubuntu_Mono
UbuntuMono-Regular_80_rand_crop_2.jpg,Ubuntu_Mono
Ubuntu-LightItalic_300_rand_crop_6.jpg,Ubuntu
UbuntuMono-Bold_150_rand_crop_2.jpg,Ubuntu_Mono
Verdana_150_rand_crop_5.jpg,Verdana
Ubuntu-Light_300_rand_crop_0.jpg,Ubuntu
Times New Roman Gras Italique 700_300_rand_crop_6.jpg,Times_New_Roman
Times New Roman Gras Italique 700_50_rand_crop_5.jpg,Times_New_Roman
UbuntuMono-BoldItalic_300_rand_crop_7.jpg,Ubuntu_Mono
Ubuntu-Regular_150_rand_crop_3.jpg,Ubuntu
Times New Roman Gras Italique 700_150_rand_crop_9.jpg,Times_New_Roman
Ubuntu-Medium_80_rand_crop_8.jpg,Ubuntu
Times New Roman Gras Italique 700_300_rand_crop_9.jpg,Times_New_Roman
Ubuntu-Regular_50_rand_crop_7.jpg,Ubuntu
Ubuntu-BoldItalic_300_rand_crop_7.jpg,Ubuntu
